seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
761060335 281540247 21868
171936465 779737297 39244
186816810 206857218 30253
931953361 688951448 12273
245855244 368590751 32803
294365482 842205797 14323
661680284 572389112 30724
877087886 680806878 13703
421504367 516042713 22816
406772819 989912437 43309
122982127 106002536 37945
540734227 991890184 47020
711199335 884325439 37462
629463330 105509805 39826
505362773 667469567 35008
925965514 963562429 18443
746245854 424509991 28040
508175578 373928880 31708
150647918 971979651 39690
607075734 983305058 22183
345725250 736401303 44733
265151333 290365474 23395
357553581 327452520 38497
430262226 693537137 39003
716203363 217435189 21496
605450653 459046186 46941
409542571 936176971 28273
305042486 285827545 25837
116635835 871872766 41332
958108483 636464269 37597
751793596 932779573 32891
159906680 137514887 44531
504061142 460498954 14652
579995125 375015587 20633
804084746 157997956 26668
237019068 896169763 14369
958375124 231413875 34440
472677677 880888941 25640
966916623 548565476 37013
318905797 409709345 23335
367287178 187032115 15961
454804059 729901615 24128
862671982 642115135 14749
685936429 350665712 24186
255852119 928310024 35351
495555804 660764947 35674
716865924 701334733 23493
962632957 859333300 14742
895735121 536801831 22700
794303880 185490059 16813
715679288 383264275 47322
588273849 330853178 42304
617264170 791044151 39804
367982268 674599311 28781
280414247 610080734 18556
386627120 863104065 18457
944883899 790813362 34176
584438719 303221173 15040
367163674 425769568 32667
409994263 640546394 34995
208490032 166008061 47151
304566687 532609220 45074
851470606 827805556 37041
334993444 469642377 11043
565082208 642161817 25934
794656762 205219158 39822
480935829 111368841 35782
472220117 662202157 25297
104445689 803712531 25205
987706959 287386828 31642
653300105 312294846 17921
247856636 601802157 22388
303662113 820482689 16389
966247972 597078379 35218
858702113 733197456 20503
894298943 427795773 10749
907564665 444168392 22289
118455026 674714995 30280
328221364 814705768 31790
788269437 649958699 16132
528869151 386983605 25233
730275334 526497801 18561
542248477 678871682 28163
689797587 900258266 28932
337382881 167025775 49191
721367452 890756241 12186
433896547 909296600 28109
176867690 571204255 46063
471856583 705815424 15436
573286678 387224122 41975
389855407 333585540 20496
132969221 737515928 18560
471521344 540142121 46059
410256733 290476406 20698
809727258 992270422 25050
635454829 264726485 40640
394534768 962890862 29453
342533996 680648518 36556
468481879 959802976 23283
686921425 285791683 19407
762977576 968424067 26885
350459928 635765965 34178
635699152 162882867 25524
289023477 538053658 27796
844078574 966769402 25717
774678566 207362733 19495
150445171 420439179 21815
231438453 427895043 44862
391119286 284336985 25287
136480673 195811275 43458
613537996 741863554 28382
987252875 835590807 18367
476244044 239391981 47733
381315652 524540064 27390
226116747 682934984 20693
877806227 108047034 44954
821249776 746376080 20334
753185818 902885899 14944
258966500 938988090 41483
767848415 797898836 12906
411708517 862509848 44090
881492809 988373630 17978
384404450 597883023 33381
632373637 934778084 47147
286611420 312251968 21718
163862214 780165123 17917
443800647 930654077 14280
995792866 859154703 17340
564899477 852257578 18545
919278739 638497824 40422
791030872 203751356 13358
136511798 311788525 10110
515268821 290978656 42216
747247953 889704399 45725
141403423 282476123 27914
481756142 176346519 24676
355044438 517568805 20798
161047956 533923346 33080
197419197 762321316 35384
373297529 139816555 45326
757539448 542483394 36625
622002787 229709445 29965
688225346 473914067 40942
803496378 443520861 23259
301701528 199684326 30060
978118731 741818246 31008
992180988 183293890 27761
449541151 720069166 11656
222200081 944104737 45587
244227669 218136317 22500
861054247 290446915 10984
185120635 221658830 27518
269842106 723984275 15440
463533825 384469394 25220
782853968 364008516 47801
239218080 390977037 14036
625720317 698025113 35326
243573540 906530661 12704
636727392 762304748 16443
676082299 207334336 18268
993116077 235572148 29015
531963399 694235790 15348
961127720 367338056 48719
410737049 841621174 23043
627674787 547384346 47086
438544152 838374685 43294
208251763 440465928 32525
870505927 211766443 34918
895661563 767057307 13575
538225254 620223498 14343
822388867 620887638 10548
208171600 307797158 20709
167721303 553798322 35977
856789700 454116776 20836
321326568 684849802 18562
715738365 251076688 28677
164708966 977078171 25053
142895084 123074227 14453
927858670 553635902 30107
130800149 751630270 35070
261586787 280285041 47849
799588660 676735907 23506
595113348 348230692 30461
779580686 548238055 20278
755590003 648652472 37092
816501118 942847297 18316
368070220 341644037 27681
853227344 985086302 23056
752312757 959020267 21814
257234920 577787784 25681
203245286 143014953 11951
266918729 469591633 12405
882441842 790433029 34599
559271563 107673575 46114
970365843 569408976 25446
684555581 729728194 13438
242395576 519210909 26291
169769445 428942520 10901
637870694 639291642 18574
649258309 700664588 41756
665953697 590944488 25180
122068219 102151981 13957
437119996 370021537 40832
366616792 158183206 12578
414316982 476713532 41042
446426287 225373808 38305
837461924 892118922 12639
803849868 309433430 16016
964998837 661925339 39401
252396975 868320830 11802
809911935 743845264 29892
389889919 970080645 41118
234161887 619930737 19278
278482724 117153487 25825
787500567 755840421 29674
566006505 791533134 21947
243053832 720049908 15507
245918223 568329514 47579
294393343 539210337 22097
202026468 908735209 32066
191526586 867572476 23424
983678386 134980265 32357
987678099 714610497 43809
746975406 651829046 28358
133072057 835872520 38516
415454132 166811852 49648
427091387 292720029 15256
665122239 854347853 37125
807425261 693681393 20168
340743339 262025370 34949
967869806 701894213 13794
433094868 775643106 28478
137428328 750984749 20898
332611397 550162908 46101
826798175 826381066 14705
779879663 171235062 39489
230389447 766203458 17341
889353197 534076649 40600
345728774 883859342 19314
691576107 572297329 34622
490547729 721044116 37931
462932432 713697697 15521
854779038 770516534 45431
858462802 410860107 15418
126877712 173880011 49579
909125532 450128956 29979
622286772 554634828 27423
288378029 118329165 21599
768550540 846991146 45936
438737206 448517498 16954
882870834 867105305 21461
723208948 716114044 47378
281149857 445890357 11509
306230665 729139579 30838
362449016 428613761 31876
730074673 222790911 39379
274240550 410957564 49319
623387940 103408827 30121
737073166 112888926 17413
957379372 793141346 35817
979298069 927832702 35028
929295139 168164251 25857
911455439 826952429 32814
242110879 991977170 13307
843846591 822546670 26190
470267181 386182268 32449
970583003 418750811 31415
516289302 677532416 17490
260162859 319478530 35596
263628946 216339499 40727
945664193 866943735 19825
870047743 635809839 22318
720892675 194684801 17839
721873379 391500994 36617
488041104 151649240 18355
612067544 828209891 31149
326636794 851889291 41122
249691185 629051224 15723
314021597 537095018 21942
662217397 415911695 14999
648039089 584571876 14480
598643990 443391644 37358
734142627 539520740 18274
938318644 270264442 32713
917821727 117194946 30141
360171708 612447242 27707
362336726 391335587 32456
948193199 111978574 20121
643620288 257135143 33084
296903868 454253536 11516
832058274 765333469 42535
128753350 442937385 26447
292252910 589218721 17701
103609941 340677710 35423
697630546 739299831 48566
283347643 377356120 42955
593907551 519705806 46872
975353309 608687744 47764
351809909 349744255 33552
436766034 378877557 39216
734019528 647297547 31018
472535844 216814196 43634
328776661 532344973 36795
392252162 534124213 49212
109952196 366742850 39523
768654597 700984283 20602
388537171 740730275 21180
744119058 657278201 49162
587081822 958745047 19620
546019496 652777289 25532
814795468 872766681 46508
950682342 893689697 19556
245410327 222606781 15162
328635066 841512586 14129
996611649 240877174 14364
994642136 289825556 28411
713030688 760232785 12138
650117275 983819456 33845
746545996 963455172 48077
809643625 599783094 10016
777494916 833257094 13403
594068128 134555994 21252
784264944 559170675 10082
218794571 737584539 37745
225405336 632005821 41740
103470360 161038003 32981
538898028 621951977 31298
135357405 511726487 43880
817117330 228408894 30222
650914671 834479948 17507
140402205 965644210 43249
692993845 652707227 39261
919884492 350920653 40926
424808597 776282534 41252
670796828 646406013 28286
924046984 327151951 40706
769553387 338474956 25159
892626210 100590285 35563
262581722 955362885 45406
681041186 199760635 21537
591548069 869303499 23650
873434586 800105709 27669
140783626 113804783 12766
694047626 275568883 29287
309684655 477401408 21205
269280861 866029506 27985
428383128 263075915 31950
293636659 461511702 44618
819229388 681437291 45006
852860970 916528594 40845
407094241 631688090 19195
144472326 957854161 20271
116483539 673490921 16289
340598640 597646875 33115
596476865 689007999 12365
806821231 299937729 20969
625898168 251169063 13703
721390009 675655627 37718
824853195 279743992 42616
850516887 602080444 28822
475509124 959872565 11760
924936107 554045619 28184
134533888 964434513 33983
338660516 706285986 18151
591237388 903765450 30845
766891714 130623610 14317
541489776 773756876 33936
943755833 727098454 29408
300551442 932882866 22169
755775638 970192124 17109
839661187 255596503 46703
200730433 567044828 11150
659893349 731257003 27607
187758169 784437368 21171
834929531 426585461 10703
265001900 879612605 17387
361723528 997197324 29123
670060172 449306757 21581
434993202 962013243 18759
915145001 981643162 27264
871659746 776386547 11874
984035163 952095479 49558
118186141 527757781 45036
226831467 981795819 16930
933441646 583638339 32679
328213841 578115308 31984
385370538 202409293 17942
985030149 664297549 28504
612248996 385884156 23366
795588461 778951511 16836
501198071 986407890 34377
628707365 724763829 49285
824376075 697672185 30712
233755563 886138027 21902
330451785 649265637 26332
593613434 652450503 33207
905164018 120279234 21543
423495069 807754242 41212
288087132 699844910 12123
169773825 573268237 20899
328015623 641542462 29469
428981450 641368510 21043
795428273 700963080 11089
168920262 565339126 39139
904691593 277590847 49978
813958083 824835304 19825
686170063 752660201 44253
904517741 108881645 35732
278275178 823807150 12928
850293023 771279097 41533
124501591 158816526 10343
278298277 659321862 42283
983816789 321935986 47463
245176925 623454990 23104
971780464 860198162 30288
919831801 123632430 48406
509593310 389543199 27475
144845723 246428603 22160
829857265 434053654 13336
563726162 283298525 49590
697537725 992427574 43487
476811922 858871714 30596
252227127 159719877 14684
390821222 706725450 15888
224902887 521935791 42500
518823991 802058319 15443
562039492 631056180 25621
381073379 275748904 48020
557524024 886835706 10267
104608301 446121412 47936
976945646 625956396 17411
180918104 409750412 17411
369048132 791199863 19780
482203891 951142415 33212
774580146 715360102 15743
529960897 868005037 17834
716457269 358041181 39508
758854410 750032517 36525
822705745 833542760 45926
944986501 278033102 31342
434054572 320619575 31200
195934182 359179657 49127
786622985 285597860 40652
501333096 603729271 31924
634201881 659173001 39255
547000619 710955970 13116
845833560 555212677 21004
655386617 997539923 13850
300122141 239758651 27125
999856545 209317147 18492
397198072 976522054 11652
505328715 567879952 31556
204515178 608214106 41813
855799339 328694211 25040
944212356 648148057 40640
727780946 698933356 15318
581165967 504682519 42587
550783198 933860031 24652
615855930 150461840 23887
518627675 453640677 31774
308612037 324664603 11575
258137653 223549961 11396
652808569 229005845 35256
166354902 851966700 47200
289981096 467617898 31914
227780912 147632226 40403
236851324 808384597 19214
834397295 189044580 36186
654121099 411412560 15986
805195712 299154035 29347
758070111 718766583 48309
737026333 779375936 28406
273825246 194050370 19301
390950293 480500324 41839
638982489 969701549 31398
536990396 744832600 37620
955694130 184163637 44856
740722842 546012034 34780
203992945 204540177 27619
763085554 992890382 21622
151250421 372863868 34707
788470890 844275453 11179
104143896 188165890 48265
915907983 798609737 15306
417457515 526352814 20475
785969504 919123220 28399
822770260 829209103 11201
441127345 356998528 12676
164075713 746821930 11453
679814893 683414686 22737
417458704 648805996 45649
227989782 657772038 45634
203455052 302772763 37258
994084619 109550007 28346
514515985 290901250 18003
128394780 124641242 36173
473108921 574945959 13762
580439456 759197773 41103
482454496 805966594 20112
363931901 918272057 44814
873590645 710971294 37382
548451172 624911925 14662
248216304 367724055 20225
727440968 622176848 10227
499434150 896211027 26428
564640178 862749125 34751
113423810 945950264 22956
879829390 335427244 29500
759720744 912964788 28786
547779647 379004382 25172
603797014 218821449 24997
734535712 578789303 45339
944128084 731146936 34755
569615195 201051649 36466
905544100 572600049 25574
443035978 421522680 31083
238027866 761945265 25134
885761609 918773458 14375
292300316 413138269 25225
303868259 626504562 49681
467448184 489901403 34964
423373449 386878176 34696
145740105 273330987 22103
670302058 287597036 11459
628076110 688123678 30725
358237024 600876630 11973
348498678 962456486 12594
132306845 361218626 47871
235888342 834537469 34400
603170039 465061555 41618
644977305 784337664 45506
803066531 667001691 32038
475521029 996775379 17180
908140537 715977128 46366
966484958 749272474 39127
595455653 851730165 16676
120928631 635885894 40956
982806391 467997895 25441
133238951 820077461 10535
618644243 266570467 43495
813923028 127161955 26089
278860893 917848857 28336
429435851 572515685 12475
941186301 719819542 15482
342199461 973163654 40142
355642682 125373246 23612
388125408 419511194 25223
492618009 148463820 34896
147703394 505196201 39067
967667859 739722991 15357
734862705 685082128 16897
875443649 192041376 25940
138292534 878050855 19632
709458209 789491064 34945
376962722 146833666 40141
536396353 127925393 34413
388510163 654637182 27420
762117971 309816203 23691
151631267 493914659 36726
496873258 401850416 23582
690813263 947229896 40363
558112478 243971487 33538
273932974 763126775 47221
810014765 206535422 36722
424886593 491972722 22538
161171390 344073340 38829
836502986 563238777 13952
850400394 895851580 47260
107009528 881340823 30715
659192316 635532167 10796
353599560 951967870 12807
388057979 500076226 29870
924114904 288002010 31724
497656831 913827973 35533
145724211 366929598 11593
989597695 535677129 30665
448161524 357709750 44911
455379156 321382521 11132
373112671 147677416 28758
574870122 392579375 16241
243050220 140840073 29885
243076658 621204940 39717
684806678 767905231 20033
654119070 495393532 30378
524025328 474245579 17147
358706193 923435054 18433
757345387 125937479 41015
804711348 721551338 13971
814023812 171584969 31552
679260289 519168709 32560
915740080 588075205 12005
889910513 407154340 16604
888331352 765838520 13454
346004381 941164120 41845
121161110 412434107 27677
904102613 507404576 40899
103842308 331033167 46848
659875313 178317079 36416
442984044 864293348 16104
690541282 543685420 11548
394246014 463424232 13199
140867415 641500268 14123
141771514 430072985 30723
305251743 497614271 29779
739002532 323926995 37376
476404813 392836320 14253
335821668 952856816 33755
942915430 662515816 14841
803318843 865184616 30335
613703920 942687647 14098
969914827 646772962 46953
984936224 594980755 28818
122471475 484085558 43967
332314451 290778554 10948
141833725 486134419 27151
453629387 924832736 27387
382662595 251242612 19124
199467341 618967038 46767
786145365 626351472 25860
920862588 385052553 35170
751631629 148619109 13727
880908171 428749709 32115
542609736 106788576 13884
169222190 911564741 18458
444593232 300322419 20333
715065981 373428648 36752
899748175 192103293 24083
131499918 663051903 12018
572026358 969633315 16644
208514987 887154244 20243
722470305 460153477 13263
997424814 569247943 26037
194703780 992656682 29213
821029977 902363562 30912
565425074 600007617 42558
952668387 997109145 26715
255225086 375276269 29010
230258668 489137470 18743
734471890 459641190 36161
174980809 824737158 49788
919570383 227024896 27246
735006523 360876525 43725
547461823 637301724 11569
650494485 726616007 28272
293210901 162556290 49428
824443331 606350396 47228
963076205 112108235 47077
229811224 396178497 12932
895165143 165169194 17613
998510393 264641079 22188
469057618 475368194 40025
196685769 526659981 38869
381603016 466605683 28118
765072908 852284051 14893
951585183 452818316 13153
492072175 401979547 18250
859855227 951736603 37157
909051759 420803954 11940
235479748 668150380 29563
427553484 945505209 47810
197577156 225902680 23544
668381536 101117290 46176
717001868 488404931 34875
358598139 182266706 43482
737213081 706627265 35665
673385184 783430874 23578
581025546 535007199 47072
902402047 324317321 36291
822268882 718609926 21950
970521692 585250207 16402
607158404 218376355 30877
238338358 167181338 22090
552732795 155098260 36295
154904871 765631078 43456
165328172 312795602 46882
274196225 989767513 29126
748666103 899391381 30094
344114375 925496147 44898
952412555 998003043 40520
365169166 796925800 30066
698365166 644139220 35865
707498176 414893386 17610
614176578 257600666 26557
143147605 501426150 45941
551347887 774592355 27052
439218347 384339200 24390
684815196 626170816 25073
459295427 560733917 15431
159963184 874986767 40123
144792492 827864310 26554
613457678 775579597 39228
208098000 944024954 22060
389679558 585936276 43147
966808684 180977750 11915
348496236 248632544 49459
635368691 997307515 18940
190936629 626911133 21191
469482270 408571490 14846
568950782 471845337 36013
203545203 945064284 23665
285108579 517835488 32307
468352319 859322794 10414
268959402 394470252 14498
751078734 881950641 45381
329503408 128162243 21400
918701011 619279691 38117
187446358 804310341 44127
505733294 505701594 47542
177182065 428157292 17616
821096265 998233242 17672
325496501 768981691 33479
974097525 501575611 34353
539970144 622685868 39772
201238447 832073943 45254
334037135 260499894 48339
981938052 579553812 46934
391470406 461184867 44150
869380059 615567410 21958
663265816 220958738 41711
548545035 986539541 21586
858669765 814825436 42025
208938209 118847965 35057
286461581 865913655 19780
362269748 613410553 32010
957542549 317143136 14654
619256826 446346027 47188
392980141 331692217 43275
846263270 405081054 14874
837700927 638727169 43475
637225937 430290445 40079
668652873 404533620 23089
252514006 432319186 19056
519327281 758709291 16118
106350452 444076101 28621
346183001 580787386 14555
595771083 302853855 12025
882708073 486257940 11494
647849020 758434108 15536
424654847 785289788 38062
345018378 603666916 25372
878083799 436033413 34329
356836698 767699150 19038
716915092 607227265 13899
173036393 683343323 21485
591155463 965197638 41207
178937457 699145581 35458
618139507 142276304 23872
266618740 270501788 26288
737147009 616557761 19458
825970159 847963866 19186
840751720 696920620 31386
169707617 352817484 27103
604834381 393355592 30317
206649462 750267122 14065
660947258 133078392 30636
634339170 969325739 23532
177354255 429929582 26856
800944287 880400249 43894
717952205 489807396 31085
747858609 840284721 46689
528068846 358859399 34379
406603835 839903973 49694
931764894 511354415 19498
167503904 289371020 47631
742669721 807858086 47785
926420398 383471861 27634
493826199 989174482 34832
608135923 793698213 24763
910623741 905795171 44007
599923793 107118180 11469
819813089 632182634 23375
590319446 379122091 10376
866820250 560472986 18322
237734857 575699969 17250
856449722 790186959 46179
658521646 791785800 20679
405164437 259458031 41893
420979044 285204029 28153
614809660 671653978 12135
288687546 796021239 19083
422961741 795042080 39947
211585499 874705626 44610
713413179 757339690 35605
366291375 901170974 41678
640232052 717332434 20745
211695671 556688470 12122
848661473 610274012 27318
676795428 678357203 22130
416800546 308202350 38273
662757683 960639858 30095
353521086 223871489 48183
311822698 246254333 38464
254915342 313079845 15736
834621765 969094981 14474
668085615 259101513 39052
825782909 894948075 42910
237768181 605492830 21524
454472141 891916197 13900
369542133 104150672 32464
336389647 632717825 43962
596098224 195713695 23328
402010249 691239671 49373
538625468 600492654 44224
253058321 614281393 44444
934122070 855368191 16426
228882289 575919331 42815
807892079 241120932 24713
832961531 320698155 20512
431040784 829007688 26735
690278867 880623855 13179
420139183 692912300 24504
825211549 783891670 44537
949170795 410431814 11974
393987120 708000994 42353
646637925 340563799 23540
302953012 369745707 34051
924762198 854201304 22942
716946755 246152741 15053
943569572 595218480 44522
948914808 925899633 44486
713456121 902993438 19185
508982373 901815279 10482
747541417 826474389 13270
712446049 742335568 39665
141727137 508537408 40582
789087825 882986916 40737
459463774 818699370 18988
929447214 976989303 34860
314873337 507766436 27814
711767550 637575628 10849
352309125 651479427 32141
525757698 728560602 34662
601616258 478896116 22994
221814429 803899121 47877
546523575 920315431 30131
704711094 824059289 33843
847903672 188511294 26947
647302176 820271411 24950
967177647 105402320 24986
575919032 114241817 13311
391007987 520278974 41074
309127313 815585112 41799
638012774 870666746 17661
954288047 879383764 13516
875690703 362473061 24359
156597286 321478849 38741
562067666 118522061 36872
209094555 941754588 32562
394852751 891221651 17139
614158618 440149016 25688
812338618 670246620 40164
458306082 342074870 46736
280703469 272051156 22347
380698839 668597515 35316
978737642 447239552 20616
964843167 429059539 36380
239627709 242636097 31936
824561278 505448049 21506
631175211 361410959 32187
118005681 659868103 19317
231562114 216479061 23717
355636785 717992645 21543
524370349 717870240 13176
838697767 198516811 22616
431164505 396896620 15890
322274194 242234753 46708
898729254 841663861 15688
726915099 730590685 12956
909704460 564204181 27053
579505845 677762259 19860
204178639 209973073 14817
586654615 898991158 37497
630177431 283709337 26759
617432991 390728463 45412
132515285 833718896 12974
248097817 329203125 21149
653200766 726962619 23845
171706943 467423967 30914
586897681 608035240 14820
706766605 619601367 42809
549482776 228673611 30494
370057825 352247792 48627
387838503 200013487 12822
697901676 223635168 23073
904367232 642203718 21301
525659921 490727550 45772
637365362 767224603 32968
877084862 183770669 26876
852701977 973097512 37699
494133454 877437344 32427
660661985 836005514 15994
858341622 342006887 13667
859386810 493485413 22973
145946444 704114725 44931
969671588 761188230 43287
271900291 739417206 40575
794291419 308716274 47475
907233565 786882980 24371
556165709 708278825 44240
242923503 232314700 17221
490772889 112598063 40934
147252764 421039548 11056
573884982 835015205 15968
600061715 719852483 13740
411231046 784865406 40206
869751538 381468538 11098
133628975 793382785 22348
117342095 285525507 23276
288777394 638230902 13753
418539782 761254973 33281
181308166 194963330 47064
827334199 704271661 17555
560869052 726126481 10740
104212816 159080878 42718
731241991 266114513 31880
435468931 791373617 21004
848417931 754826804 45415
681968217 362809679 45161
579086360 880118011 44595
309136543 254597999 46197
352880201 647388453 20848
109226863 763785206 24389
735225273 902462829 20172
494499179 975015387 26117
605915108 177401852 20969
548705694 131048670 48510
920430936 226768146 19895
471743600 342443504 45836
442768469 218455125 13573
685300075 688899042 14431
444387076 490805275 19554
553148503 444905333 15627
538829456 848259659 14390
266424998 143335378 16922
637094738 162401297 19490
309288474 210509579 12404
940136697 271961282 17345
894834389 636267398 19451
179952090 872650899 28576
400074857 782470588 11675
245735023 593235971 33735
353243977 963603684 48221
929517965 280477587 12152
514728746 979797435 32890
207835861 821703048 12022
304141500 595076618 10446
810440921 745770636 27299
579395023 650091643 12530
428674499 636382088 24048
520037802 741273011 48603
191393413 977123633 38555
175314737 228065576 37692
226684498 295099101 23570
969455805 953810662 22549
869763049 155956917 11333
546382588 932117038 28722
758369885 970343658 17411
427976269 916837921 16370
914027451 991609223 36199
573336946 879948640 26816
873183357 500639243 49430
179926713 336275292 39146
730173802 543488177 40372
899052485 570036995 24981
591997621 707495857 11477
891658261 562667926 34887
259926295 214397891 16950
612005083 275270778 36186
998837723 295882221 21396
522740212 842604441 33165
490257256 711397981 10314
198360024 876387385 13004
302800279 861548532 37061
732322280 703340660 42955
760644031 295322298 21845
158475688 349673415 10735
928333795 396733838 18792
251728540 500294239 27058
251299503 368343953 30030
201693384 288261340 19294
562962035 470530723 28840
850128204 790884340 42330
124221042 563183333 27206
119707095 716936301 15788
685259770 573055728 46376
746932485 466829486 35877
327639741 291365271 17364
599384601 918255625 11351
723810396 942584145 29375
380073494 660241157 35965
381012615 503877911 20643
845313833 317625313 20460
280173029 475961724 44236
964497404 741330817 31079
860575592 882253728 25099
944466628 469719449 14167
521964814 102090632 14981
803913382 421878745 36667
213274036 942793709 17172
205953854 556593817 11694
380224076 411377840 25925
742326079 576552950 49798
548641326 714099845 42651
253343759 197624269 17999
902385056 811650469 30296
350637059 782780349 17467
760546953 373340710 33849
271094808 309314509 23755
767711376 528411401 38505
843470338 929825417 38601
216317163 702978621 16696
959095656 928072104 49676
219689155 102627420 43355
909344676 180086361 46355
232696036 363966830 41551
987170348 104248269 10852
659892328 344185688 10436
505498776 580805551 17158
760717344 549814897 48102
633425949 759306924 31524
939579959 863437562 47719
781384352 673056531 40599
179185892 287051974 20651
659469672 669280373 31150
424923700 975637642 42533
194781318 651735170 46263
908909418 974835750 24601
815431595 513327376 38202
484744754 619861186 32129
458162498 870840097 37020
948197758 417496173 12334
516274803 157367220 10473
971664118 320310186 30351
774942255 473058103 46660
947527660 685576550 35976
693074082 607925414 27315
760475665 346487865 49888
770380572 563427257 33644
605396934 762814850 13215
276447707 187648565 47981
978378698 871343762 32637
399997663 748252475 42177
109901658 316447220 37579
998138901 378955190 40063
973287850 817598731 13383
831708376 737420873 44833
196518536 866075564 12036
572614801 452916008 31972
596139537 574808151 13669
425855753 220233436 24106
644774592 649821246 44444
208777558 519464460 15249
126260720 565171385 44082
388134593 216040516 48870
910096990 896935552 28187
787118100 633468288 36777
627620266 156551657 10608
781862923 502326263 33465
192599432 129138657 39937
417073049 279473318 39510
612886176 691192893 36844
811872141 703054469 31955
907317347 690915749 42191
931970788 742810907 22359
781668779 615378938 47587
789892338 901570863 31473
473816635 186285102 28117
943431018 434572138 24858
515177546 348949795 29570
208771888 889612695 37022
545778547 597149042 36111
847904167 276419419 40554
684143541 599120480 21560
788122335 392002520 43669
102351095 288068314 41424
129337105 144654342 35310
683946429 216200640 14636
738423943 462641470 13050
226057414 157651999 15657
980225327 117667641 22681
553438982 111125339 29064
288122457 548492389 34892
547713285 921652082 47478
718075708 966807413 26361
298972274 538909320 19853
966436936 529213351 10642
817875453 444198156 21659
339180207 393223906 46149
660686794 964512343 23268
545694892 910608246 22859
458812952 427758975 28841
293363783 341774513 47691
775976514 588808964 38894
383779970 184659957 39383
249018037 366646644 18756
118271927 377314243 22069
699218063 315829990 28245
511947054 787068443 15684
477272287 860109972 33115
929985862 738913804 24479
452037755 151411090 23534
569215833 746628012 17015
750736725 635388940 18052
698530336 523194397 46614
696921864 157756227 32700
199983594 893981419 45564
870582503 377780614 32908
330819956 264193691 43931
188503666 817474176 29268
270834824 191114539 21442
990946409 138450073 25852
356276983 492505968 36749
237968673 530244958 22489
315635345 847214706 20239
718666785 247854538 27303
912107819 330126067 43970
752358432 500493961 32067
831565709 211038590 45377
842582760 820645891 44006
454776498 834364488 14562
767268881 624377726 39744
140793572 878735197 42088
103059176 452335551 35582
740738608 701492568 16196
141059043 897303465 45001
292808127 250981298 41269
284864942 443292847 21763
181126091 935554335 39468
821826935 899492991 31932
492746952 229240524 42370
134040283 640304143 16540
444017513 707536433 25719
842965621 980802090 40251
369717847 346693822 32708
134312764 960801462 32449
890264552 321713869 13235
569546353 592953908 24597
565688005 875774554 26146
226082968 901633688 12334
767009763 215394010 20505
896423303 939610038 40785
848368356 854500312 45264
438024868 920070239 37590
856647857 459203422 30039
747733650 472471525 46351
298183226 917030507 10817
982422344 323259515 27861
464230518 971501763 34031
603863872 558131718 40019
323188578 416259124 42589
862438549 607517054 16991
396815298 954388493 24861
688310370 369508375 10384
679933414 799562339 16163
739844858 147045786 28288
419041157 157316862 34671
641722658 998086448 20525
285936106 698513041 35513
755529207 328448213 47921
861371495 996353489 28916
777245527 997937429 23970
904155642 755991530 42088
644175219 539269697 12294
850500248 703637241 14647
537063679 439429529 28640
111355477 674752380 17032
418906381 841390442 49463
916610900 922919782 25298
516678131 899965677 24365
935449433 498653628 22938
931726693 444604863 16209
935738489 348126179 14616
391049865 234606144 36932
863423177 137349138 33767
200163631 675464104 42824
881309452 408136513 43481
293593368 947810712 16317
993598788 478180530 31647
